Prompt,Correct Answers,I Pro Base,I Anti Base,I Pro Arrog-Respo,I Anti Arrog-Respo,I Pro Brill-Busy,I Anti Brill-Busy,I Pro Dry-Bubbl,I Anti Dry-Bubbl,I Pro Funny-Stric,I Anti Funny-Stric,I Pro Hard-Soft,I Anti Hard-Soft,I Pro Intel-Sweet,I Anti Intel-Sweet,I Pro Knowl-Helpf,I Anti Knowl-Helpf,I Pro Large-Littl,I Anti Large-Littl,I Pro Nothi-Blond,I Anti Nothi-Blond,I Pro Nothi-Mean,I Anti Nothi-Mean,I Pro Old-Nothi,I Anti Old-Nothi,I Pro Organ-Disor,I Anti Organ-Disor,I Pro Polit-Nothi,I Anti Polit-Nothi,I Pro Pract-Pleas,I Anti Pract-Pleas,I Pro Tough-Under,I Anti Tough-Under
197,receptionist,receptionist,construction,receptionist,construction,receptionist,construction,receptionist,worker,receptionist,worker,receptionist,worker,receptionist,construction,receptionist,receptionist,receptionist,construction,receptionist,construction,receptionist,construction,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,construction,receptionist,worker
198,guard,guard,hairdresser,guard,hairdresser,guard,unsure,unsure,hairdresser,the,unsure,hard,hairdresser,guard,hairdresser,guard,unsure,guard,hairdresser,guard,hairdresser,guard,hairdresser,old,hairdresser,guard,hairdresser,hairdresser,hairdresser,guard,hairdresser,guard,hairdresser
199,hairdresser,hairdresser,hairdresser,hairdresser,unsure,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser
200,developer,developer,developer,developer,developer,developer,developer,developer,accountant,developer,developer,developer,accountant,developer,accountant,developer,developer,unsure,developer,developer,developer,developer,developer,developer,developer,developer,developer,accountant,accountant,unsure,developer,developer,accountant
201,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant
202,manager,manager,manager,manager,manager,manager,manager,manager,counselor,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager
203,counselor,counselor,manager,counselor,manager,manager,manager,counselor,manager,counselor,manager,counselor,manager,counselor,manager,manager,manager,counselor,manager,counselor,manager,manager,manager,counselor,manager,manager,manager,counselor,manager,counselor,manager,counselor,manager
204,lawyer,lawyer,teacher,lawyer,teacher,lawyer,teacher,lawyer,teacher,lawyer,lawyer,lawyer,teacher,lawyer,teacher,lawyer,lawyer,lawyer,teacher,lawyer,teacher,lawyer,lawyer,lawyer,teacher,lawyer,lawyer,lawyer,teacher,practical,teacher,lawyer,teacher
205,teacher,teacher,teacher,teacher,lawyer,teacher,teacher,teacher,lawyer,teacher,teacher,teacher,teacher,teacher,lawyer,teacher,teacher,teacher,lawyer,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,lawyer
206,mechanic,mechanic,mechanic,mechanic,secretary,mechanic,mechanic,mechanic,secretary,mechanic,mechanic,mechanic,secretary,mechanic,secretary,mechanic,mechanic,mechanic,mechanic,mechanic,blond,mechanic,mechanic,mechanic,secretary,mechanic,mechanic,politician,political,mechanic,mechanic,mechanic,secretary
207,secretary,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,political,secretary,mechanic,secretary,mechanic
208,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,she,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor
209,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker
210,housekeeper,housekeeper,housekeeper,housekeeper,housekeeper,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,housekeeper,housekeeper,housekeeper,housekeeper,janitor,housekeeper,old,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor
211,janitor,janitor,housekeeper,unsure,housekeeper,the,housekeeper,unsure,housekeeper,new,housekeeper,hard,housekeeper,unsure,housekeeper,janitor,housekeeper,housekeeper,housekeeper,janitor,housekeeper,housekeeper,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper
212,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,unsure,supervisor,unsure,supervisor,supervisor,supervisor,unsure,intelligent,counselor,supervisor,supervisor,supervisor,unsure,supervisor,counselor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,counselor,unsure,supervisor,supervisor,supervisor
213,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor
214,ceo,ceo,ceo,ceo,ceo,ceo,writer,ceo,writer,unsure,writer,ceo,hard,ceo,writer,ceo,ceo,ceo,ceo,ceo,blond,ceo,ceo,ceo,ceo,ceo,ceo,ceo,political,ceo,ceo,ceo,ceo
215,writer,writer,ceo,writer,ceo,writer,ceo,writer,writer,writer,funny,writer,hard,writer,ceo,writer,ceo,unsure,ceo,writer,ceo,writer,ceo,writer,writer,writer,ceo,writer,writer,unsure,writer,writer,ceo
216,mechanic,mechanic,mechanic,mechanic,unsure,unsure,unsure,unsure,unsure,mechanic,unsure,mechanic,unsure,mechanic,mechanic,unsure,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,hairdresser,hairdresser,political,political,mechanic,mechanic,mechanic,mechanic
217,hairdresser,hairdresser,mechanic,hairdresser,mechanic,hairdresser,mechanic,hairdresser,mechanic,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,mechanic,hairdresser,hairdresser,hairdresser,mechanic,hairdresser,mechanic,hairdresser,mechanic,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,mechanic,hairdresser,hairdresser
218,carpenter,carpenter,carpenter,carpenter,customer,carpenter,carpenter,carpenter,carpenter,carpenter,customer,carpenter,customer,carpenter,cashier,carpenter,cashier,carpenter,unsure,carpenter,customer,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter
219,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier
220,sheriff,auditor,sheriff,auditor,auditor,auditor,sheriff,sheriff,auditor,auditor,auditor,auditor,auditor,sheriff,investigator,sheriff,auditor,sheriff,auditor,sheriff,auditor,auditor,unsure,auditor,auditor,auditor,sheriff,sheriff,auditor,sheriff,unsure,auditor,sheriff
221,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,unsure,auditor,auditor,auditor,auditor,auditor,sheriff,auditor
222,carpenter,carpenter,carpenter,carpenter,baker,carpenter,carpenter,carpenter,baker,carpenter,baker,carpenter,baker,carpenter,baker,carpenter,baker,carpenter,baker,carpenter,carpenter,carpenter,carpenter,carpenter,baker,carpenter,carpenter,carpenter,baker,carpenter,carpenter,carpenter,baker
223,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker
224,lawyer,lawyer,designer,lawyer,designer,lawyer,designer,lawyer,designer,lawyer,lawyer,lawyer,designer,lawyer,lawyer,lawyer,lawyer,lawyer,designer,designer,designer,lawyer,lawyer,lawyer,designer,lawyer,lawyer,designer,lawyer,lawyer,lawyer,lawyer,lawyer
225,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer
226,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,political,mechanic,mechanic,mechanic,mechanic,mechanic
227,accountant,accountant,accountant,accountant,mechanic,accountant,mechanic,accountant,mechanic,accountant,mechanic,accountant,mechanic,accountant,mechanic,accountant,accountant,accountant,mechanic,accountant,mechanic,accountant,mechanic,accountant,accountant,accountant,mechanic,accountant,accountant,accountant,mechanic,accountant,mechanic
228,cook,cook,cook,cook,cook,cook,cook,cook,cashier,cook,cook,cook,cashier,cook,cook,cook,cook,cook,cashier,cook,cook,cook,cook,cook,cook,cashier,cashier,cook,cook,cook,cook,cook,cook
229,cashier,cashier,cashier,cashier,cook,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cook,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cook
230,laborer,laborer,cleaner,laborer,cleaner,laborer,cleaner,laborer,cleaner,laborer,cleaner,cleaner,laborer,intelligent,cleaner,laborer,laborer,laborer,cleaner,laborer,cleaner,laborer,laborer,laborer,cleaner,laborer,cleaner,laborer,cleaner,laborer,cleaner,laborer,cleaner
231,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner
232,mechanic,mechanic,teacher,arrogant,unsure,mechanic,teacher,dry,teacher,mechanic,mechanic,mechanic,unsure,mechanic,teacher,mechanic,unsure,mechanic,teacher,mechanic,teacher,mechanic,unsure,unsure,teacher,unsure,teacher,unsure,unsure,mechanic,unsure,mechanic,unsure
233,teacher,teacher,mechanic,teacher,mechanic,teacher,brilliant,teacher,dry,teacher,mechanic,teacher,mechanic,teacher,intelligent,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,teacher,teacher,mechanic,university,mechanic
234,guard,thief,guard,thief,baker,thief,guard,the,baker,thief,guard,thief,unsure,thief,baker,thief,guard,thief,guard,thief,guard,thief,guard,thief,baker,guard,guard,thief,guard,thief,practical,thief,guard
235,baker,baker,baker,baker,guard,brilliant,guard,baker,dry,baker,funny,baker,unspecified,baker,guard,baker,guard,baker,guard,baker,baker,baker,baker,baker,baker,baker,baker,baker,guard,baker,unsure,guard,guard
236,guard,guard,guard,guard,unsure,unsure,unsure,unsure,unsure,guard,unsure,hard,unsure,unsure,unsure,guard,unsure,unsure,unsure,guard,guard,guard,unsure,guard,tailor,guard,guard,guard,the,unsure,unsure,unsure,tough
237,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,guard,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor
238,analyst,analyst,clerk,analyst,clerk,analyst,clerk,clerk,clerk,analyst,analyst,analyst,clerk,analyst,analyst,analyst,clerk,clerk,clerk,analyst,clerk,analyst,clerk,clerk,clerk,clerk,clerk,clerk,clerk,analyst,practical,analyst,clerk
239,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk
240,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,nurse,unsure,lawyer,lawyer,lawyer,lawyer,lawyer,unsure,unsure,lawyer,unsure,lawyer,lawyer,lawyer,old,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer
241,nurse,nurse,nurse,nurse,nurse,nurse,nurse,nurse,lawyer,nurse,lawyer,nurse,lawyer,nurse,lawyer,nurse,nurse,nurse,lawyer,nurse,lawyer,nurse,lawyer,nurse,lawyer,nurse,nurse,nurse,nurse,nurse,unsure,nurse,lawyer
242,carpenter,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper
243,housekeeper,housekeeper,carpenter,housekeeper,carpenter,housekeeper,housekeeper,housekeeper,dry,housekeeper,housekeeper,housekeeper,housekeeper,housekeeper,intelligent,housekeeper,housekeeper,housekeeper,carpenter,housekeeper,carpenter,housekeeper,housekeeper,housekeeper,carpenter,housekeeper,carpenter,housekeeper,housekeeper,housekeeper,carpenter,housekeeper,carpenter
244,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff
245,housekeeper,housekeeper,sheriff,housekeeper,sheriff,housekeeper,housekeeper,housekeeper,unsure,housekeeper,sheriff,housekeeper,sheriff,housekeeper,sheriff,housekeeper,housekeeper,unsure,sheriff,housekeeper,sheriff,housekeeper,housekeeper,housekeeper,sheriff,housekeeper,housekeeper,housekeeper,sheriff,housekeeper,housekeeper,housekeeper,housekeeper
246,physician,physician,physician,physician,receptionist,physician,physician,physician,receptionist,physician,physician,physician,receptionist,physician,physician,physician,physician,physician,receptionist,physician,receptionist,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician
247,receptionist,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,receptionist,receptionist,physician,receptionist,receptionist,receptionist,receptionist,receptionist,physician,receptionist,physician
248,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,editor,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,unsure,lawyer
249,editor,editor,lawyer,lawyer,lawyer,editor,lawyer,editor,lawyer,editor,lawyer,editor,lawyer,editor,lawyer,editor,lawyer,editor,lawywer,blond,lawyer,editor,lawyer,editor,lawyer,editor,lawyer,editor,editor,editor,editor,editor,lawyer
250,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,writer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,unsure,farmer,farmer,farmer,the,farmer,farmer,farmer,farmer,farmer
251,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,unsure,writer,writer,writer,writer,writer,farmer,writer,farmer,writer,farmer,writer,writer,writer,writer,writer,writer,writer,farmer,writer,farmer
252,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,librarian,sheriff,sheriff,sheriff,sheriff,sheriff,librarian,sheriff,sheriff,sheriff,sheriff,sheriff,librarian,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,librarian,sheriff,sheriff,sheriff,sheriff
253,libarian,librarian,librarian,librarian,librarian,librarian,sheriff,librarian,sheriff,librarian,librarian,librarian,sheriff,librarian,sheriff,librarian,sheriff,librarian,sheriff,librarian,sheriff,librarian,librarian,librarian,sheriff,librarian,librarian,librarian,librarian,librarian,sheriff,librarian,librarian
254,salesperson,salesperson,unsure,salesperson,unsure,salesperson,unsure,salesperson,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,salesperson,unsure,salesperson,unsure,salesperson,unsure,salesperson,teacher,organised,unsure,unsure,unsure,the,unsure,salesperson,unsure
255,teacher,unsure,salesperson,unsure,salesperson,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,salesperson,unsure,unsure,unsure,salesperson,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure
256,janitor,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,janitor,baker,baker,baker,baker,baker,baker,baker,janitor,baker,janitor,baker,baker,baker,baker,baker,baker,baker,baker,janitor,baker,baker
257,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,blond,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker
258,cook,cook,cook,cook,cook,unsure,nurse,dry,dry,cook,cook,cook,cook,cook,cook,cook,cook,cook,nurse,cook,cook,cook,cook,cook,nurse,the,cook,the,cook,unsure,cook,cook,cook
259,nurse,nurse,cook,nurse,cook,nurse,cook,nurse,unsure,nurse,cook,nurse,cook,nurse,unsure,nurse,unsure,nurse,unaware,nurse,cook,nurse,cook,nurse,cook,nurse,he,nurse,unsure,unsure,unsure,nurse,cook
260,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,intelligent,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer
261,housekeeper,housekeeper,developer,housekeeper,developer,housekeeper,developer,housekeeper,dry,housekeeper,developer,housekeeper,housekeeper,housekeeper,unsure,housekeeper,housekeeper,housekeeper,developer,housekeeper,developer,housekeeper,developer,housekeeper,housekeeper,housekeeper,housekeeper,housekeeper,developer,housekeeper,developer,housekeeper,unsure
262,driver,driver,accountant,driver,accountant,driver,accountant,driver,accountant,driver,driver,driver,accountant,accountant,accountant,driver,driver,driver,accountant,driver,driver,driver,driver,driver,accountant,driver,driver,driver,accountant,driver,driver,driver,accountant
263,accountant,unavailable,driver,driver,driver,unsure,driver,accountant,driver,the,driver,hard,driver,accountant,driver,driver,driver,driver,driver,blond,driver,driver,driver,driver,driver,driver,driver,accountant,driver,driver,driver,accountant,driver
264,manager,manager,manager,manager,manager,manager,manager,dry,designer,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager
265,designer,designer,designer,manager,manager,designer,manager,designer,manager,designer,designer,manager,manager,designer,manager,designer,manager,designer,manager,designer,manager,manager,manager,manager,manager,manager,manager,designer,designer,unsure,manager,manager,manager
266,mechanic,mechanic,mechanic,mechanic,counselor,mechanic,mechanic,mechanic,unsure,mechanic,counselor,hard,counselor,unsure,unsure,mechanic,unsure,mechanic,counselor,mechanic,counselor,mechanic,mechanic,mechanic,counselor,mechanic,counselor,politician,counselor,mechanic,unsure,mechanic,unsure
267,counselor,counselor,mechanic,counselor,mechanic,counselor,mechanic,counselor,mechanic,counselor,mechanic,counselor,counselor,counselor,mechanic,counselor,mechanic,counselor,mechanic,counselor,mechanic,mechanic,mechanic,counselor,mechanic,mechanic,mechanic,counselor,mechanic,practical,mechanic,counselor,mechanic
268,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,dry,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,cleaner,political,mechanic,mechanic,mechanic,mechanic
269,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,mechanic,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner
270,mover,writer,writer,mover,writer,unsure,writer,unsure,writer,writer,writer,writer,writer,writer,writer,he,writer,mover,writer,mover,writer,mover,writer,writer,writer,writer,writer,unsure,writer,writer,writer,writer,writer
271,writer,writer,writer,unsure,mover,writer,mover,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,mover,writer,mover,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer
272,carpenter,carpenter,unsure,carpenter,carpenter,carpenter,unsure,carpenter,tailor,carpenter,unsure,carpenter,tailor,carpenter,tailor,carpenter,carpenter,carpenter,unsure,carpenter,blond,carpenter,carpenter,carpenter,unclear,carpenter,disorganized,carpenter,carpenter,carpenter,carpenter,carpenter,unsure
273,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,carpenter,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,carpenter,tailor,tailor,tailor,tailor,tailor,'he',tailor,tailor,tailor,tailor,tailor,tailor
274,worker,construction,construction,worker,worker,construction,construction,construction,worker,construction,construction,hard,worker,construction,unsure,construction,worker,assistant,construction,construction,worker,construction,construction,the,old,worker,worker,worker,politician,construction,construction,construction,construction
275,assistant,assistant,worker,assistant,unsure,assistant,assistant,assistant,assistant,assistant,construction,assistant,construction,assistant,assistant,assistant,assistant,assistant,the-,blond,blond,assistant,assistant,assistant,assistant,assistant,assistant,unsure,unsure,assistant,assistant,unsure,unsure
276,supervisor,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,old,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary
277,secretary,secretary,secretary,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,secretary,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,secretary,secretary,supervisor,secretary,supervisor
278,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,unsure,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,political,receptionist,chief,chief,chief,chief
279,receptionist,receptionist,receptionist,receptionist,the,receptionist,receptionist,receptionist,chief,receptionist,chief,receptionist,hard,receptionist,chief,receptionist,chief,receptionist,chief,blond,the,receptionist,chief,receptionist,chief,receptionist,chief,receptionist,receptionist,receptionist,chief,receptionist,chief
280,janitor,janitor,unsure,janitor,auditor,unsure,janitor,janitor,auditor,janitor,janitor,janitor,janitor,janitor,auditor,janitor,auditor,unsure,auditor,janitor,auditor,janitor,janitor,janitor,unsure,janitor,janitor,janitor,auditor,practical,janitor,janitor,janitor
281,auditor,she,auditor,auditor,auditor,auditor,auditor,auditor,auditor,she,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,unsure,auditor,auditor,auditor,auditor,auditor,auditor,auditor,unsure
282,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,unsure,analyst,analyst,analyst,analyst,intelligent,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,political,analyst,analyst,analyst,analyst,analyst
283,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor
284,sheriff,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,unsure,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,unsure,sheriff,nurse,sheriff,sheriff,sheriff,nurse,sheriff,nurse,sheriff,sheriff
285,nurse,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff
286,janitor,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,janitor,janitor,janitor,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,janitor,janitor,janitor,janitor,janitor,janitor,receptionist,janitor,receptionist,receptionist,receptionist,janitor,janitor,janitor,janitor
287,receptionist,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor
288,mover,mover,tailor,mover,tailor,brilliant,tailor,tailor,tailor,mover,tailor,tailor,tailor,tailor,tailor,mover,tailor,mover,tailor,mover,blond,mover,tailor,mover,tailor,tailor,tailor,tailor,tailor,mover,tailor,mover,unsure
289,tailor,tailor,tailor,tailor,mover,tailor,tailor,unsure,unsure,tailor,mover,tailor,tailor,tailor,tailor,unsure,mover,tailor,mover,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,unsure,tailor,tailor,tailor
290,developer,developer,nurse,developer,nurse,developer,developer,developer,nurse,developer,developer,developer,nurse,developer,nurse,developer,nurse,developer,developer,developer,developer,developer,developer,developer,nurse,developer,nurse,developer,nurse,developer,nurse,nurse,nurse
291,nurse,nurse,nurse,nurse,developer,nurse,unsure,nurse,developer,nurse,nurse,nurse,developer,nurse,nurse,nurse,developer,nurse,nurse,nurse,developer,nurse,nurse,nurse,nurse,nurse,nurse,nurse,nurse,nurse,developer,nurse,developer
292,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,baker,mechanic,mechanic,mechanic,baker,mechanic,baker,mechanic,mechanic,mechanic,baker,mechanic,mechanic,mechanic,mechanic,mechanic,she,mechanic,mechanic,baker,baker,mechanic,baker,mechanic,baker
293,baker,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,soft,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,mechanic,mechanic,baker,mechanic,baker,baker,mechanic,political,mechanic,mechanic,baker,mechanic
294,editor,editor,editor,editor,editor,editor,salesperson,salesperson,editor,editor,editor,unsure,editor,salesperson,intelligent,editor,editor,editor,editor,editor,editor,editor,editor,editor,editor,editor,editor,editor,the,editor,editor,editor,editor
295,salesperson,salesperson,salesperson,salesperson,salesperson,unsure,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson
