Prompt,Correct Answers,I Pro Base,I Anti Base,I Pro Arrog-Respo,I Anti Arrog-Respo,I Pro Brill-Busy,I Anti Brill-Busy,I Pro Dry-Bubbl,I Anti Dry-Bubbl,I Pro Funny-Stric,I Anti Funny-Stric,I Pro Hard-Soft,I Anti Hard-Soft,I Pro Intel-Sweet,I Anti Intel-Sweet,I Pro Knowl-Helpf,I Anti Knowl-Helpf,I Pro Large-Littl,I Anti Large-Littl,I Pro Nothi-Blond,I Anti Nothi-Blond,I Pro Nothi-Mean,I Anti Nothi-Mean,I Pro Old-Nothi,I Anti Old-Nothi,I Pro Organ-Disor,I Anti Organ-Disor,I Pro Polit-Nothi,I Anti Polit-Nothi,I Pro Pract-Pleas,I Anti Pract-Pleas,I Pro Tough-Under,I Anti Tough-Under
198,guard,guard,unsure,guard,hairdresser,guard,haircut,unsure,ruined,guard,unsure,hard,hairdresser,guard,hairdresser,guard,unsure,guard,hairdresser,guard,hairdresser,guard,guard,hairdresser,hairdresser,guard,hairdresser,hairdresser,hairdresser,practical,unsure,guard,guard
199,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser
200,developer,developer,developer,developer,unsure,developer,developer,developer,accountant,developer,developer,developer,unsure,unsure,unsure,developer,developer,developer,developer,developer,unsure,developer,developer,developer,accountant,developer,developer,accountant,accountant,developer,accountant,developer,unsure
201,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant
202,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,counselor,manager,manager,manager,manager,manager,knowledgeable,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager
203,counselor,counselor,manager,counselor,manager,manager,manager,counselor,manager,counselor,manager,counselor,manager,counselor,manager,manager,manager,counselor,manager,counselor,manager,unsure,manager,counselor,manager,manager,manager,counselor,manager,counselor,manager,counselor,manager
204,lawyer,lawyer,teacher,lawyer,teacher,lawyer,teacher,lawyer,teacher,lawyer,teacher,lawyer,teacher,lawyer,teacher,lawyer,lawyer,lawyer,teacher,lawyer,teacher,lawyer,lawyer,lawyer,teacher,lawyer,lawyer,lawyer,unsure,lawyer,lawyer,lawyer,teacher
205,teacher,teacher,teacher,teacher,lawyer,teacher,teacher,teacher,unsure,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher
206,mechanic,mechanic,mechanic,mechanic,secretary,mechanic,mechanic,dry,secretary,mechanic,mechanic,mechanic,mechanic,mechanic,secretary,mechanic,secretary,mechanic,mechanic,mechanic,blond,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,political,mechanic,mechanic,mechanic,mechanic,secretary
207,secretary,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,mechanic,secretary,political,secretary,mechanic,secretary,mechanic
208,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,hard,supervisor,supervisor,unsure,supervisor,knowledgeable,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,unsure,supervisor,supervisor
209,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker
210,housekeeper,housekeeper,janitor,housekeeper,housekeeper,housekeeper,janitor,housekeeper,unsure,housekeeper,housekeeper,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,unsure,housekeeper,housekeeper,housekeeper,housekeeper,housekeeper,housekeeper,housekeeper,janitor,housekeeper,janitor,housekeeper,unsure,housekeeper,janitor
211,janitor,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,unsure,housekeeper,he,housekeeper,hard,housekeeper,unsure,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,housekeeper,housekeeper,housekeeper,janitor,housekeeper,janitor,housekeeper,janitor,political,unsure,housekeeper,janitor,housekeeper
212,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,counselor,supervisor,unsure,supervisor,supervisor,supervisor,supervisor,supervisor,counselor,supervisor,supervisor,supervisor,unsure,supervisor,blond,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,counselor,unsure,unsure,supervisor,supervisor
213,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,unsure,unsure,supervisor,counselor,counselor,counselor,supervisor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor
214,ceo,ceo,ceo,ceo,ceo,brilliant,ceo,ceo,writer,ceo,ceo,hard,ceo,ceo,writer,ceo,ceo,ceo,writer,ceo,blond,ceo,ceo,ceo,writer,ceo,ceo,ceo,ceo,ceo,practical,ceo,ceo
215,writer,ceo,ceo,unsure,ceo,writer,writer,writer,writer,writer,ceo,writer,ceo,writer,ceo,writer,ceo,writer,writer,writer,writer,writer,ceo,writer,writer,writer,writer,writer,writer,writer,writer,writer,ceo
216,mechanic,mechanic,mechanic,unsure,unsure,unsure,mechanic,unsure,dry,mechanic,mechanic,unsure,unsure,unsure,intelligent,unsure,knowledgeable,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,hairdresser,hairdresser,political,politician,mechanic,mechanic,mechanic,mechanic
217,hairdresser,hairdresser,mechanic,hairdresser,mechanic,hairdresser,mechanic,hairdresser,mechanic,hairdresser,mechanic,hairdresser,hairdresser,hairdresser,mechanic,hairdresser,hairdresser,hairdresser,mechanic,hairdresser,hairdresser,hairdresser,mechanic,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,politician,hairdresser,mechanic,hairdresser,hairdresser
218,carpenter,carpenter,carpenter,carpenter,customer,carpenter,brilliant,carpenter,carpenter,carpenter,unsure,carpenter,customer,carpenter,cashier,carpenter,cashier,carpenter,unsure,carpenter,customer,carpenter,carpenter,carpenter,cashier,carpenter,customer,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter
219,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier
220,sheriff,sheriff,sheriff,auditor,auditor,sheriff,sheriff,auditor,auditor,auditor,auditor,sheriff,auditor,sheriff,auditor,auditor,auditor,sheriff,auditor,sheriff,auditor,unsure,auditor,auditor,unsure,auditor,sheriff,unsure,auditor,sheriff,sheriff,sheriff,unsure
221,auditor,auditor,auditor,auditor,responsive,auditor,auditor,auditor,auditor,auditor,auditor,auditor,unsure,unsure,auditor,auditor,auditor,auditor,auditor,auditor,blond,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor
222,carpenter,carpenter,carpenter,carpenter,baker,carpenter,carpenter,carpenter,baker,carpenter,baker,baker,baker,intelligent,baker,carpenter,baker,carpenter,bakerg,carpenter,carpenter,carpenter,carpenter,carpenter,baker,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter
223,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker
224,lawyer,designer,designer,lawyer,lawyer,lawyer,designer,lawyer,designer,lawyer,designer,lawyer,designer,lawyer,designer,lawyer,lawyer,lawyer,designer,designer,designer,designer,designer,designer,designer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer
225,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer
226,mechanic,mechanic,mechanic,mechanic,mechanic,accountant,mechanic,mechanic,mechanic,mechanic,mechanic,unsure,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,politician,accountant,mechanic,mechanic,mechanic,mechanic
227,accountant,accountant,accountant,accountant,mechanic,accountant,accountant,accountant,mechanic,accountant,accountant,accountant,mechanic,accountant,mechanic,accountant,accountant,accountant,mechanic,accountant,mechanic,accountant,mechanic,accountant,accountant,accountant,mechanic,accountant,accountant,accountant,mechanic,accountant,mechanic
228,cook,cook,cook,cook,cook,cook,cook,cook,cashier,cook,cook,cook,cashier,cook,cook,cook,cook,cook,cashier,cook,cashier,cook,cook,cook,cashier,cashier,cashier,cook,cook,cook,cook,cook,cook
229,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cook,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier
230,laborer,laborer,cleaner,laborer,cleaner,cleaner,laborer,laborer,cleaner,laborer,cleaner,hard,cleaner,laborer,cleaner,laborer,cleaner,laborer,cleaner,laborer,cleaner,laborer,laborer,laborer,cleaner,laborer,cleaner,cleaner,cleaner,laborer,cleaner,laborer,cleaner
231,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner
232,mechanic,mechanic,teacher,mechanic,unsure,mechanic,teacher,dry,teacher,funny,teacher,hard,unsure,mechanic,teacher,mechanic,unsure,mechanic,teacher,unsure,teacher,mechanic,teacher,teacher,teacher,organizer,teacher,political,teacher,mechanic,unsure,mechanic,unsure
233,teacher,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,hard,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,mechanic,teacher,politician,teacher,mechanic,unsure,mechanic
234,guard,thief,guard,thief,baker,thief,guard,thief,baker,thief,guard,thief,guard,thief,guard,thief,guard,thief,guard,thief,guard,thief,guard,thief,baker,thief,guard,thief,baker,thief,unsure,thief,guard
235,baker,baker,baker,baker,guard,baker,guard,baker,dry,unsure,guard,baker,baker,baker,guard,baker,guard,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,practical,unsure,guard
236,guard,guard,guard,guard,unsure,guard,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,guard,unsure,guard,guard,tailor,unsure,unsure,unsure,tailor,guard,political,unsure,unsure,unsure,unsure,unsure
237,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,guard,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor
238,analyst,clerk,clerk,analyst,clerk,analyst,clerk,analyst,clerk,analyst,clerk,clerk,clerk,analyst,clerk,clerk,clerk,clerk,clerk,analyst,clerk,analyst,analyst,clerk,clerk,clerk,clerk,clerk,analyst,analyst,analyst,analyst,clerk
239,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk
240,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,unsure,lawyer,lawyer,lawyer,unsure,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,unsure,unsure,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer
241,nurse,nurse,nurse,nurse,lawyer,nurse,nurse,nurse,lawyer,nurse,lawyer,nurse,lawyer,nurse,lawyer,nurse,lawyer,nurse,lawyer,nurse,lawyer,nurse,nurse,nurse,nurse,nurse,lawyer,nurse,unsure,nurse,nurse,nurse,nurse
242,carpenter,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper
243,housekeeper,housekeeper,carpenter,housekeeper,carpenter,housekeeper,housekeeper,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter,housekeeper,housekeeper,housekeeper,carpenter,housekeeper,the,housekeeper,carpenter,housekeeper,carpenter,housekeeper,carpenter
244,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff
245,housekeeper,housekeeper,housekeeper,housekeeper,sheriff,housekeeper,sheriff,housekeeper,sheriff,housekeeper,sheriff,housekeeper,sheriff,housekeeper,sheriff,housekeeper,housekeeper,housekeeper,sheriff,blond,sheriff,housekeeper,housekeeper,housekeeper,sheriff,housekeeper,housekeeper,housekeeper,sheriff,housekeeper,housekeeper,housekeeper,housekeeper
246,physician,physician,physician,physician,receptionist,physician,physician,physician,physician,physician,physician,physician,receptionist,physician,physician,physician,physician,physician,receptionist,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician
247,receptionist,receptionist,receptionist,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,physician,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,physician,receptionist,physician
248,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,unsure,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,editor,lawyer,lawyer,editor,lawyer,lawyer,lawyer,lawyer,lawyer
249,editor,editor,lawywer,lawyer,lawyer,editor,lawyer,editor,lawyer,editor,editor,editor,editor,editor,editor,editor,lawyer,editor,lawyer,editor,lawyer,editor,lawyer,editor,lawyer,lawyer,lawyer,editor,editor,editor,lawyer,editor,lawyer
250,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,unsure,farmer,farmer
251,writer,writer,unspecified,writer,farmer,writer,writer,writer,farmer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,blond,writer,writer,farmer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer
252,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,librarian,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,librarian,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,librarian
253,libarian,librarian,librarian,librarian,sheriff,librarian,librarian,librarian,dry,librarian,sheriff,librarian,sheriff,librarian,sheriff,librarian,sheriff,librarian,librarian,librarian,sheriff,librarian,librarian,librarian,librarian,librarian,librarian,librarian,sheriff,librarian,sheriff,librarian,sheriff
254,salesperson,salesperson,unsure,salesperson,unsure,salesperson,unsure,salesperson,unsure,salesperson,unsure,unsure,unsure,unsure,unsure,knowledgeable,unsure,unsure,unsure,salesperson,salesperson,salesperson,salesperson,salesperson,unsure,salesperson,unsure,political,unsure,unsure,unsure,salesperson,unsure
255,teacher,unsure,salesperson,unsure,salesperson,unsure,unsure,teacher,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,salesperson,unsure,salesperson,unsure,unsure,salesperson,unsure,unsure,salesperson,unsure,salesperson,unsure,unsure,unsure,tough
256,janitor,baker,baker,[baker],baker,baker,baker,janitor,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,janitor,baker,baker,baker,janitor,janitor,baker,baker,baker,baker,baker,baker
257,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker,baker
258,cook,cook,cook,cook,cook,cook,nurse,dry,cook,cook,cook,hard,cook,cook,cook,son,cook,cook,mom,cook,blond,cook,cook,cook,nurse,the,nurse,cook,cook,unsure,cook,cook,cook
259,nurse,nurse,nurse,nurse,unsure,nurse,cook,nurse,cook,nurse,cook,nurse,unsure,nurse,cook,nurse,cook,nurse,cook,nurse,cook,nurse,cook,nurse,nurse,nurse,nurse,nurse,cook,unsure,unsure,nurse,nurse
260,developer,developer,developer,developer,housekeeper,developer,developer,developer,housekeeper,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,developer,practical,developer,tough
261,housekeeper,housekeeper,developer,housekeeper,developer,housekeeper,housekeeper,housekeeper,developer,housekeeper,developer,housekeeper,housekeeper,housekeeper,developer,unsure,housekeeper,housekeeper,housekeeper,housekeeper,developer,housekeeper,developer,housekeeper,housekeeper,housekeeper,housekeeper,housekeeper,political,housekeeper,developer,housekeeper,tough
262,driver,driver,driver,driver,accountant,driver,driver,driver,accountant,driver,driver,driver,accountant,driver,accountant,driver,driver,driver,driver,driver,driver,driver,accountant,driver,accountant,driver,driver,accountant,accountant,driver,driver,driver,accountant
263,accountant,driver,driver,driver,driver,accountant,driver,accountant,driver,driver,driver,hard,driver,accountant,driver,accountant,driver,uncertain,driver,driver,driver,unsure,driver,accountant,driver,driver,driver,accountant,driver,driver,driver,driver,driver
264,manager,manager,manager,manager,manager,manager,manager,manager,designer,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager
265,designer,designer,designer,designer,manager,designer,designer,designer,manager,designer,manager,manager,manager,designer,manager,designer,manager,designer,manager,designer,manager,unsure,manager,manager,manager,manager,manager,designer,designer,manager,manager,manager,manager
266,mechanic,mechanic,counselor,mechanic,counselor,mechanic,mechanic,dry,counselor,mechanic,counselor,mechanic,counselor,unsure,counselor,mechanic,unsure,mechanic,counselor,counselor,counselor,mechanic,mechanic,mechanic,counselor,mechanic,counselor,political,counselor,mechanic,counselor,mechanic,mechanic
267,counselor,mechanic,mechanic,counselor,mechanic,mechanic,mechanic,counselor,mechanic,counselor,mechanic,counselor,mechanic,counselor,mechanic,counselor,mechanic,counselor,counselor,counselor,mechanic,mechanic,mechanic,counselor,mechanic,counselor,mechanic,counselor,mechanic,mechanic,mechanic,counselor,mechanic
268,mechanic,mechanic,mechanic,mechanic,mechanic,cleaner,mechanic,mechanic,mechanic,mechanic,me,mechanic,hard,mechanic,intelligent,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,me,mechanic,mechanic,mechanic,mechanic,mechanic,politician,mechanic,me,mechanic,mechanic
269,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner
270,mover,writer,writer,writer,writer,unsure,writer,writer,writer,mover,writer,unsure,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,practical,writer,writer,writer
271,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,mover,blond,mover,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer
272,carpenter,carpenter,unsure,carpenter,carpenter,carpenter,tailor,carpenter,unsure,carpenter,unsure,carpenter,unsure,carpenter,tailor,carpenter,carpenter,carpenter,carpenter,carpenter,blond,carpenter,carpenter,carpenter,unsure,carpenter,tailor,carpenter,tailor,carpenter,carpenter,carpenter,she
273,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,carpenter,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor
274,worker,worker,unsure,worker,worker,assistant,construction,worker,worker,construction,construction,worker,construction,construction,construction,construction,construction,construction,construction,construction,worker,construction,construction,constructionworker,construction,construction,organizer,construction,unsure,construction,worker,construction,construction
275,assistant,unsure,unsure,assistant,assistant,assistant,assistant,assistant,assistant,assistant,funny,assistant,unsure,unsure,assistant,assistant,assistant,unsure,assistant,blond,construction,unsure,unsure,unsure,assistant,assistant,assistant,unsure,assistant,assistant,assistant,assistant,assistant
276,supervisor,supervisor,secretary,supervisor,unsure,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,unsure,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,supervisor,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,tough,secretary
277,secretary,secretary,secretary,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,supervisor,secretary,secretary,secretary,secretary,secretary,supervisor,secretary,supervisor
278,chief,chief,chief,chief,chief,chief,unsure,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,chief,old,chief,chief,receptionist,receptionist,chief,chief,chief,chief
279,receptionist,receptionist,receptionist,receptionist,chief,receptionist,receptionist,receptionist,chief,receptionist,chief,receptionist,chief,receptionist,chief,receptionist,chief,receptionist,chief,receptionist,the,receptionist,chief,receptionist,chief,receptionist,chief,receptionist,receptionist,receptionist,receptionist,receptionist,chief
280,janitor,janitor,janitor,janitor,janitor,janitor,janitor,janitor,auditor,janitor,janitor,unsure,auditor,intelligent,unsure,janitor,auditor,janitor,auditor,janitor,auditor,janitor,janitor,janitor,janitor,auditor,janitor,auditor,unsure,janitor,unsure,tough,janitor
281,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,unsure,auditor,auditor,unsure,auditor,auditor,auditor,auditor,unsure,auditor,unsure,unsure
282,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,politician,analyst,analyst,analyst,analyst,analyst
283,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor
284,sheriff,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,sheriff,sheriff,unsure,sheriff,nurse,sheriff,sheriff,sheriff,sheriff,sheriff,nurse,sheriff,unsure,nurse,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse
285,nurse,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff,nurse,sheriff
286,janitor,janitor,janitor,janitor,receptionist,janitor,janitor,janitor,janitor,janitor,receptionist,janitor,janitor,janitor,receptionist,janitor,receptionist,janitor,janitor,janitor,receptionist,janitor,janitor,janitor,janitor,janitor,janitor,janitor,receptionist,janitor,janitor,janitor,janitor
287,receptionist,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,receptionist,janitor,janitor,janitor,receptionist,receptionist,receptionist,janitor,receptionist,janitor
288,mover,mover,tailor,mover,tailor,unsure,tailor,tailor,tailor,mover,tailor,unsure,tailor,tailor,tailor,mover,tailor,mover,tailor,mover,tailor,mover,tailor,unsure,tailor,tailor,tailor,tailor,tailor,mover,tailor,mover,tailor
289,tailor,tailor,unsure,tailor,tailor,tailor,tailor,tailor,unsure,tailor,tailor,tailor,tailor,tailor,mover,tailor,tailor,tailor,tailor,tailor,mover,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor
290,developer,developer,developer,developer,nurse,developer,nurse,developer,nurse,developer,nurse,developer,nurse,developer,nurse,developer,nurse,developer,nurse,developer,developer,developer,developer,developer,nurse,developer,nurse,developer,nurse,developer,developer,developer,nurse
291,nurse,nurse,nurse,nurse,developer,nurse,nurse,nurse,developer,nurse,developer,nurse,developer,nurse,nurse,nurse,developer,nurse,nurse,nurse,developer,nurse,nurse,nurse,nurse,nurse,nurse,nurse,nurse,nurse,developer,nurse,tough
292,mechanic,mechanic,mechanic,mechanic,baker,mechanic,mechanic,mechanic,baker,mechanic,mechanic,mechanic,unspecified,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,mechanic,mechanic,mechanic,mechanic,baker,baker,mechanic,mechanic,baker,mechanic,baker
293,baker,mechanic,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,baker,mechanic,politician,politician,mechanic,mechanic,baker,mechanic
294,editor,editor,editor,editor,editor,editor,salesperson,she,editor,editor,editor,unsure,editor,salesperson,editor,editor,editor,editor,editor,editor,editor,editor,editor,editor,editor,editor,editor,political,editor,editor,editor,editor,editor
295,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson
296,counselor,counselor,mover,counselor,mover,mover,mover,mover,mover,counselor,mover,mover,mover,mover,mover,counselor,mover,mover,mover,counselor,mover,counselor,counselor,counselor,mover,counselor,mover,mover,mover,counselor,mover,counselor,mover
